molecule_chembl_id,canonical_smiles,standard_value
CHEMBL44634,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2ccc(O)cc12,100.0
CHEMBL47087,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc([N+](=O)[O-])cc2)sc2cc(O)ccc12,500.0
CHEMBL46409,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2cccs2)sc2cc(O)ccc12,20.0
CHEMBL42707,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cccc(O)c12,190.0
CHEMBL45386,Cc1cc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c(C)c1O,500.0
CHEMBL431141,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)cc(O)c12,350.0
CHEMBL47464,COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c1,250.0
CHEMBL297052,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)c3ccccc3c12,500.0
CHEMBL555102,COc1ccc(-c2sc3cc(OC)ccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1.Cl,300.0
CHEMBL264302,COc1ccc(-c2sc3cc(O)ccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1,1000.0
CHEMBL1160091,COc1ccc(-c2sc3ccccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,100.0
CHEMBL47012,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(Cc2ccc(O)cc2)sc2cc(O)ccc12,5.0
CHEMBL544727,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(Cl)ccc12,1000.0
CHEMBL48021,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)c(F)c2)sc2cc(O)ccc12,0.3
CHEMBL43936,Cc1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,35.0
CHEMBL64692,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c2ccc(O)cc2sc1[C@H]1CC[C@H](O)CC1,2.0
CHEMBL46626,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(C(F)(F)F)cc2)sc2cc(O)ccc12,1000.0
CHEMBL46622,COc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(CO)cc3)sc2c1,600.0
CHEMBL295903,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2cccc(O)c2)sc2cc(O)ccc12,3.2
CHEMBL44492,Cc1ccccc1-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,0.7
CHEMBL295111,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2cccc(F)c2)sc2cc(O)ccc12,2.5
CHEMBL44701,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2c(O)cccc12,300.0
CHEMBL296226,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc3ccccc3c2)sc2cc(O)ccc12,80.0
CHEMBL555783,COc1ccc(-c2sc3c(OC)c(OC)c(OC)cc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1.Cl,350.0
CHEMBL44633,Cc1cc(O)ccc1-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,2.0
CHEMBL44812,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(C2CCCC2)sc2cc(O)ccc12,5.0
CHEMBL47553,CC(C)c1ccc(-c2sc3cc(O)ccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1,30.0
CHEMBL538492,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2ccccc12,35.0
CHEMBL544723,COC(=O)c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c1.Cl,30.0
CHEMBL47247,CCc1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1,20.0
CHEMBL542353,Cc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c1.Cl,300.0
CHEMBL46982,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)c(O)cc12,400.0
CHEMBL48079,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)c3ccccc23)sc2cc(O)ccc12,2.0
CHEMBL43775,Cc1cc(-c2sc3cc(O)ccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)ccc1O,1.0
CHEMBL46408,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccsc2)sc2cc(O)ccc12,10.0
CHEMBL101914,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccccc1)Oc1ccccc1-3,299.0
CHEMBL103232,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Br)cc1)Oc1ccccc1-3,10000.0
CHEMBL318513,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cccc(C(F)(F)F)c1)Oc1ccccc1-3,1537.0
CHEMBL103092,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)c(F)c1)Oc1ccccc1-3,1449.0
CHEMBL320690,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cccc(Cl)c1)Oc1ccccc1-3,1480.0
CHEMBL317921,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(Cl)c1)Oc1ccccc1-3,2632.0
CHEMBL286595,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)cc1)Oc1ccccc1-3,1803.0
CHEMBL101907,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(C)cc(Br)c1)Oc1ccccc1-3,1037.0
CHEMBL102754,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(F)c1)Oc1ccccc1-3,1449.0
CHEMBL102720,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(Cl)c(C)c1)Oc1ccccc1-3,1220.0
CHEMBL102403,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1ccc(C)cc1)Oc1ccccc1-3,2395.0
CHEMBL430855,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cccc(Br)c1)Oc1ccccc1-3,1095.0
CHEMBL102541,CC1=CC(C)(C)Nc2ccc3c(c21)C(c1cc(Cl)cc(Cl)c1)Oc1ccccc1-3,10000.0
CHEMBL299942,Oc1ccc2c(c1)OC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCCC2)cc1,3.1
CHEMBL301327,COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,73.0
CHEMBL308234,CC1=C(c2ccc(OC(=O)C(C)(C)C)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(OC(=O)C(C)(C)C)ccc21,0.14
CHEMBL291808,CC1=C(c2ccc(O)cc2)C(c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,0.243
CHEMBL14955,O=C(c1ccc(OCCN2CCCCC2)cc1)[C@H]1c2ccc(O)cc2S[C@@H]1c1ccc(O)cc1,0.52
CHEMBL6318,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,7.5
CHEMBL67783,Oc1ccc(C2=Cc3ccc(O)cc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,4.6
CHEMBL537254,Cl.Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,0.05
CHEMBL68055,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,0.14
CHEMBL52598,Oc1ccc2c(c1)OC[C@H](c1ccccc1)[C@@H]2c1ccc(SCCN2CCCCC2)cc1,9.7
CHEMBL554789,Cl.Oc1ccc2c(c1)OC[C@H](c1ccccc1)[C@@H]2c1ccc(SCCN2CCCC2)cc1,6.5
CHEMBL417596,Oc1ccc2c(c1)OC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,19.0
CHEMBL67837,CC1=C(c2ccc(O)cc2)[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21,8.4
CHEMBL441622,CC1=C(c2ccc(OC(=O)C(C)(C)C)cc2)[C@@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(OC(=O)C(C)(C)C)ccc21,36.2
CHEMBL433581,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,1.5
CHEMBL181404,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,0.9
CHEMBL369724,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,1.2
CHEMBL361005,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,1.1
CHEMBL360315,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,0.5
CHEMBL178470,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,1.6
CHEMBL180146,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,1.4
CHEMBL181936,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,1.5
CHEMBL359633,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,0.5
CHEMBL368449,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,0.4
CHEMBL180995,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,0.8
CHEMBL359671,C[C@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,0.6
CHEMBL2113002,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c2ccc(O)cc2)cc1,2.5
CHEMBL181368,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCCC3)cc2)[C@H]1c1ccc(O)cc1,0.9
CHEMBL181248,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCC[C@H]3C)cc2)[C@H]1c1ccc(O)cc1,0.07
CHEMBL179929,COc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,57.0
CHEMBL180085,COc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,164.0
CHEMBL183162,Oc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.15
CHEMBL183333,Oc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.25
CHEMBL328190,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.1
CHEMBL367574,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,0.5
CHEMBL182980,C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,0.4
CHEMBL361751,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,4.1
CHEMBL180792,C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.3
CHEMBL184202,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC4C3)cc2)cc1,2.6
CHEMBL362623,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,3.3
CHEMBL183584,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,0.9
CHEMBL183049,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.0
CHEMBL183489,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.4
CHEMBL183344,C[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.5
CHEMBL183388,CC[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.6
CHEMBL2113027,CC[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,1.2
CHEMBL361601,CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,3.5
CHEMBL427324,CC(C)[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,3.8
CHEMBL182887,CC1(C)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,0.7
CHEMBL183371,CC1(C)CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,0.4
CHEMBL367350,CC[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.2
CHEMBL369545,CC[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.4
CHEMBL183263,CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,2.0
CHEMBL179852,CC(C)(COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.5
CHEMBL182794,CC(C)[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,0.4
CHEMBL181944,C[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,2.3
CHEMBL183044,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,9.1
CHEMBL183092,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,1.3
CHEMBL183086,CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,3.1
CHEMBL183685,Oc1ccc2c(ccc3cc4ccc(O)cc4c(-c4ccc(OCCN5CCCCC5)cc4)c32)c1,820.0
CHEMBL360872,Oc1ccc2c(c1)Cc1ccc3cc(O)ccc3c1C2c1ccc(OCCN2CCCCC2)cc1,23.0
CHEMBL184976,Oc1ccc2c3c(ccc2c1)Cc1c(O)cccc1C3c1ccc(OCCN2CCCCC2)cc1,2.9
CHEMBL185064,Oc1ccc2c3c(sc2c1)Cc1ccccc1C3c1ccc(C(O)CCN2CCCCC2)cc1,17.0
CHEMBL185284,Oc1ccc2c3c(sc2c1)Cc1cccc(O)c1C3c1ccc(C(O)CCN2CCCCC2)cc1,42.0
CHEMBL185412,Oc1ccc2c(c1)C(c1ccc(C(O)CCN3CCCCC3)cc1)c1c(sc3cc(O)ccc13)C2,0.9
CHEMBL182342,Oc1ccc2c(c1)sc1cc3ccc(O)cc3c(-c3ccc(C(O)CCN4CCCCC4)cc3)c12,1.0
CHEMBL184958,Oc1ccc2c(c1)Cc1sc3cc(O)ccc3c1C2c1ccc(C(O)CCN2CCCCC2)cc1,0.7
CHEMBL360005,Oc1ccc2c3c(ccc2c1)Cc1cccc(O)c1C3c1ccc(OCCN2CCCCC2)cc1,68.0
CHEMBL184423,Oc1ccc2c(c1)C(c1ccc(OCCN3CCCCC3)cc1)c1c(ccc3cc(O)ccc13)C2,6.6
CHEMBL183683,CCCCCSCCCCCCCCCC/C(=C(/CC)c1ccc(O)cc1)c1cccc(O)c1,1200.0
CHEMBL366280,CCCCCSCCCCCCCCCC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,790.0
CHEMBL186667,CCCCCSCCCCCCCCCC/C(=C(/CC)c1cccc(O)c1)c1ccc(O)cc1,200.0
CHEMBL183345,CCCCCS(=O)(=O)CCCCCCCCCC/C(=C(/CC)c1ccc(O)cc1)c1cccc(O)c1,370.0
CHEMBL426065,CCCCCS(=O)(=O)CCCCCCCCCC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,130.0
CHEMBL365089,CCCCCS(=O)(=O)CCCCCCCCCC/C(=C(/CC)c1cccc(O)c1)c1ccc(O)cc1,50.0
CHEMBL184217,CCCCCSCCCN(C)C(=O)CCCCC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,600.0
CHEMBL181484,CC/C(=C(/CCCCCC(=O)N(C)CCCSCCCC(F)(F)C(F)(F)F)c1ccc(O)cc1)c1ccc(O)cc1,310.0
CHEMBL184285,CCCCCSCCCN(C)CCCCCC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,10.0
CHEMBL185209,CC/C(=C(/CCCCCCN(C)CCCSCCCC(F)(F)C(F)(F)F)c1ccc(O)cc1)c1ccc(O)cc1,10.0
CHEMBL1358,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,0.21
CHEMBL184074,CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21,20.0
CHEMBL190972,CN(C)CCOc1ccc(C2=C(c3ccccc3)CCOc3ccccc32)cc1,16200.0
CHEMBL426804,CCN(CC)CCOc1ccc(C2=C(c3ccccc3)CCOc3ccccc32)cc1,14200.0
CHEMBL366274,c1ccc(C2=C(c3ccc(OCCN4CCOCC4)cc3)c3ccccc3OCC2)cc1,7600.0
CHEMBL188519,c1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)c3ccccc3OCC2)cc1,10600.0
CHEMBL189022,c1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccccc3OCC2)cc1,6100.0
CHEMBL187400,COc1ccc(C2=C(c3ccc(OCCN(C)C)cc3)c3ccccc3OCC2)cc1,11100.0
CHEMBL186237,COc1ccccc1C1=C(c2ccc(OCCN(C)C)cc2)c2ccccc2OCC1,11700.0
CHEMBL188193,COc1cccc(C2=C(c3ccc(OCCN(C)C)cc3)c3ccccc3OCC2)c1,56600.0
CHEMBL186274,Cc1ccc(C2=C(c3ccc(OCCN(C)C)cc3)c3ccccc3OCC2)cc1,15700.0
CHEMBL186728,Cc1cccc(C2=C(c3ccc(OCCN(C)C)cc3)c3ccccc3OCC2)c1,33600.0
CHEMBL186797,CN(C)CCOc1ccc(C2=C(c3ccc(Cl)cc3)CCOc3ccccc32)cc1,18300.0
CHEMBL363504,CN(C)CCOc1ccc(C2=C(c3cccc([N+](=O)[O-])c3)CCOc3ccccc32)cc1,64600.0
CHEMBL187893,CN(C)CCOc1ccc(C2=C(c3ccc(C#N)cc3)CCOc3ccccc32)cc1,74300.0
CHEMBL195212,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(N2CCN3CCCCC3C2)cc1,21.0
CHEMBL195465,CC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,44.0
CHEMBL195216,CCN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1C,30.0
CHEMBL192055,CCC1CN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CCN1C,190.0
CHEMBL427533,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,55.0
CHEMBL426461,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccccc3)cc2)CC1,45.0
CHEMBL192187,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)CC1,46.0
CHEMBL372011,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(F)c3)cc2)CC1,150.0
CHEMBL372029,CN1CCC(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,104.0
CHEMBL194334,CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,110.0
CHEMBL364492,CC(C)N1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,51.0
CHEMBL195118,CC(C)CN1CCN(c2ccc(C3c4ccc(O)cc4CCN3c3cccc(O)c3)cc2)CC1,80.0
CHEMBL191711,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(CC4CC4)CC3)cc2)c1,46.0
CHEMBL195466,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCC4)CC3)cc2)c1,59.0
CHEMBL191646,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(C4CCCCC4)CC3)cc2)c1,52.0
CHEMBL103650,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,1000.0
CHEMBL101382,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(OCCN2CCCCC2)cc1,32.0
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,125.89
CHEMBL363630,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(N)=O)cc2)c1-c1ccccc1,79.43
CHEMBL370750,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)NC(C)C)cc2)c1-c1ccccc1,19.95
CHEMBL194774,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)N(C)C)cc2)c1-c1ccccc1,3.981
CHEMBL193865,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)N3CCCCC3)cc2)c1-c1ccccc1,3.981
CHEMBL194600,O=C(O)/C=C/c1ccc(Oc2c(-c3ccccc3)c(-c3ccccc3)nc3cc(O)ccc23)cc1,2511.89
CHEMBL192025,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1cccc(C(F)(F)F)c1,7.943
CHEMBL195080,CCc1nc2cc(O)ccc2c(Oc2ccc(OCCN(C)C)cc2)c1-c1ccccc1,3.162
CHEMBL195515,CC/C(=C(\c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,1.259
CHEMBL410683,C/C=C1\C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,5000.0
CHEMBL402063,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,5000.0
CHEMBL1116,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.37
CHEMBL539849,Cl.Oc1ccc(-c2ccc3cc(O)ccc3c2Cc2ccc(OCCN3CCCCC3)cc2)cc1,0.2
CHEMBL557981,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Cc2ccc(OCCN3CCCCC3)cc2)cc1.Cl,3.4
CHEMBL536733,CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1.Cl,0.86
CHEMBL537638,Cl.Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)cc3)ccc2c1,0.34
CHEMBL535158,Cl.Oc1ccc2c3c(ccc2c1)-c1cc(F)cc(F)c1O[C@@H]3c1ccc(OCCN2CCCCC2)cc1,1.4
CHEMBL559366,Cl.Oc1ccc2c3c(ccc2c1)-c1cc(F)cc(F)c1O[C@H]3c1ccc(OCCN2CCCCC2)cc1,330.0
CHEMBL379024,COc1ccc(F)cc1-c1ccc2c(c1)C(CSCCc1ccccc1)=CC(C)(C)N2,2000.0
CHEMBL380646,CC1(C)C=C(CSCCc2ccccc2)c2cc(-c3cccc(O)c3Cl)ccc2N1,2000.0
CHEMBL210648,CN(C)CCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OC3)cc1,180.0
CHEMBL207324,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,17.1
CHEMBL208085,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,43.3
CHEMBL381489,CC(C)(C)C(=O)Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(OC(=O)C(C)(C)C)ccc21,99.0
CHEMBL207362,CC(C)(C)C(=O)Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(OC(=O)C(C)(C)C)ccc21,175.0
CHEMBL209090,CN(C)c1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OC3)cc1,3800.0
CHEMBL206680,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCCC3)cc1)C1=C2COc2cc(O)ccc21,13.0
CHEMBL379415,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,12.0
CHEMBL426322,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCC3)cc1)C1=C2COc2cc(O)ccc21,80.0
CHEMBL210699,Oc1ccc2c(c1)OC(c1ccc(OCCN3CCOCC3)cc1)C1=C2COc2cc(O)ccc21,410.0
CHEMBL4228388,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3ccccc32)cc1,670.0
CHEMBL4229221,COc1ccc2c(c1)OCCC(c1ccc(O)cc1)=C2c1ccc(/C=C/C(=O)O)cc1,1000.0
CHEMBL4228649,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,1390.0
CHEMBL4224880,O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCSc3cc(F)ccc32)cc1,180.0
